index,month,movie_theater,popcorn,soft_drink,sweets,water
25613,10,3,5,5,0,0
25614,05,1,1,1,0,0
25615,10,2,2,2,2,0
25616,12,8,3,0,0,3
25617,07,9,4,4,3,0
25618,10,4,4,4,4,0
25619,10,4,4,4,3,0
25620,11,3,2,0,0,2
25621,09,8,2,1,1,1
25622,07,1,3,0,0,3
25623,02,2,1,1,0,0
25624,04,1,2,2,0,0
25625,10,5,3,0,0,3
25626,12,2,2,2,0,0
25627,07,5,2,2,0,0
25628,12,2,1,1,0,0
25629,07,1,2,0,0,2
25630,06,5,1,1,0,0
25631,12,6,1,1,0,0
25632,06,2,1,1,0,0
25633,06,2,1,1,1,0
25634,07,4,3,3,3,0
25635,04,3,1,0,0,1
25636,08,7,2,2,0,0
25637,02,4,5,5,4,0
25638,11,9,2,1,1,1
25639,05,6,1,1,1,0
25640,02,2,1,1,0,0
25641,03,9,3,2,2,1
25642,07,5,1,0,0,1
25643,12,9,5,5,5,0
25644,06,4,3,3,3,0
25645,10,1,3,2,1,1
25646,05,6,1,1,0,0
25647,12,5,2,1,1,1
25648,11,2,1,1,0,0
25649,01,8,1,1,1,0
25650,08,3,1,1,1,0
25651,06,9,2,0,0,2
25652,11,6,1,1,1,0
25653,09,2,5,1,1,4
25654,06,7,4,4,2,0
25655,03,4,4,4,4,0
25656,03,3,2,2,0,0
25657,01,1,2,0,0,2
25658,03,1,1,1,1,0
25659,04,8,3,0,0,3
25660,06,6,5,5,0,0
25661,02,7,5,5,4,0
25662,06,1,1,0,0,1
25663,05,3,2,1,1,1
25664,10,2,2,2,0,0
25665,01,1,3,3,1,0
25666,03,2,1,1,1,0
25667,03,7,4,4,4,0
25668,12,4,2,2,2,0
25669,09,7,4,4,4,0
25670,12,8,4,1,0,3
25671,05,9,3,3,0,0
25672,06,5,5,0,0,5
25673,03,2,2,2,0,0
25674,01,7,4,3,3,1
25675,02,7,4,4,4,0
25676,07,7,4,3,2,1
25677,10,2,3,0,0,3
25678,01,1,3,1,0,2
25679,11,7,5,5,5,0
25680,06,7,4,4,4,0
25681,03,2,3,3,0,0
25682,04,2,1,1,0,0
25683,10,4,4,4,4,0
25684,05,6,1,1,0,0
25685,07,1,2,0,0,2
25686,07,6,1,1,0,0
25687,01,2,1,1,0,0
25688,11,2,2,2,0,0
25689,06,2,3,3,0,0
25690,01,2,2,2,0,0
25691,07,4,5,5,5,0
25692,12,4,4,4,3,0
25693,10,6,2,2,0,0
25694,08,3,2,0,0,2
25695,05,9,4,4,4,0
25696,10,3,1,0,0,1
25697,10,4,2,2,2,0
25698,09,7,1,1,1,0
25699,11,4,2,1,1,1
25700,10,9,3,1,0,2
25701,09,6,2,2,0,0
25702,12,4,3,3,3,0
25703,06,3,1,1,0,0
25704,02,6,4,4,1,0
25705,06,6,1,1,0,0
25706,11,4,4,3,3,1
25707,06,6,4,4,2,0
25708,10,4,2,0,0,2
25709,10,6,2,2,0,0
25710,06,4,3,3,3,0
25711,02,9,1,1,1,0
25712,11,2,5,5,2,0
25713,11,4,5,5,4,0
25714,02,6,1,1,0,0
25715,02,1,1,0,0,1
25716,06,9,3,3,2,0
25717,08,2,4,4,0,0
25718,03,6,2,2,0,0
25719,12,2,3,3,2,0
25720,03,8,4,1,0,3
25721,07,4,5,5,5,0
25722,08,4,2,0,0,2
25723,11,5,2,0,0,2
25724,04,4,4,4,4,0
25725,12,1,1,0,0,1
25726,09,4,1,1,1,0
25727,11,8,2,0,0,2
25728,08,3,4,4,4,0
25729,07,2,2,2,0,0
25730,11,2,1,1,0,0
25731,04,7,3,3,2,0
25732,09,6,1,1,0,0
25733,11,6,1,1,0,0
25734,10,3,2,0,0,2
25735,11,2,2,2,0,0
25736,08,6,2,2,1,0
25737,12,4,4,4,4,0
25738,10,8,1,0,0,1
25739,02,6,2,2,2,0
25740,12,4,4,4,4,0
25741,03,7,4,4,4,0
25742,03,6,1,1,0,0
25743,05,4,4,3,3,1
25744,03,7,4,4,4,0
25745,06,2,1,1,1,0
25746,02,5,2,0,0,2
25747,01,4,2,1,1,1
25748,07,9,5,0,0,5
25749,03,1,3,0,0,3
25750,12,9,5,5,4,0
25751,02,5,2,0,0,2
25752,05,2,5,5,1,0
25753,05,7,2,0,0,2
25754,05,1,5,5,0,0
25755,10,9,5,5,4,0
25756,09,4,2,2,0,0
25757,10,6,2,2,0,0
25758,11,6,2,2,1,0
25759,12,9,5,5,5,0
25760,12,2,1,1,0,0
25761,03,8,2,0,0,2
25762,03,1,1,0,0,1
25763,02,7,3,1,1,2
25764,12,1,3,0,0,3
25765,10,7,5,5,4,0
25766,08,6,2,1,0,1
25767,01,7,4,4,4,0
25768,09,1,2,0,0,2
25769,03,1,1,1,0,0
25770,04,4,4,4,4,0
25771,11,3,2,0,0,2
25772,02,9,2,1,1,1
25773,11,5,2,1,0,1
25774,02,6,5,4,4,1
25775,10,8,3,0,0,3
25776,08,5,3,0,0,3
25777,10,2,2,2,0,0
25778,11,4,4,4,4,0
25779,09,7,3,3,3,0
25780,05,7,4,4,4,0
25781,08,7,4,4,4,0
25782,12,4,2,2,1,0
25783,09,5,2,0,0,2
25784,12,1,1,1,0,0
25785,08,7,2,0,0,2
25786,03,1,2,0,0,2
25787,10,1,3,0,0,3
25788,03,2,1,1,0,0
25789,09,1,4,3,3,1
25790,01,5,1,0,0,1
25791,02,2,2,0,0,2
25792,10,9,3,3,3,0
25793,09,6,2,2,2,0
25794,04,8,2,0,0,2
25795,02,3,3,3,3,0
25796,06,3,3,1,0,2
25797,02,1,5,5,5,0
25798,10,9,4,3,2,1
25799,06,5,2,0,0,2
25800,08,9,3,3,3,0
25801,03,5,4,2,1,2
25802,09,1,3,0,0,3
25803,09,2,2,2,0,0
25804,07,2,1,0,0,1
25805,07,7,3,0,0,3
25806,11,5,1,0,0,1
25807,12,4,3,3,3,0
25808,11,1,2,0,0,2
25809,10,7,4,4,3,0
25810,07,3,2,0,0,2
25811,08,6,1,1,0,0
25812,03,1,1,1,0,0
25813,04,7,4,3,3,1
25814,10,6,1,1,0,0
25815,09,7,4,3,3,1
25816,06,2,2,2,1,0
25817,10,2,4,4,4,0
25818,09,7,4,4,4,0
25819,06,7,4,4,4,0
25820,07,3,4,2,0,2
25821,08,7,5,5,5,0
25822,03,9,3,3,3,0
25823,06,8,2,1,0,1
25824,05,3,1,0,0,1
25825,02,1,1,1,0,0
25826,03,3,1,0,0,1
25827,06,3,1,0,0,1
25828,02,4,3,3,3,0
25829,03,1,2,0,0,2
25830,12,2,2,2,0,0
25831,05,4,4,3,3,1
25832,07,2,3,2,1,1
25833,12,6,1,1,1,0
25834,04,9,4,4,4,0
25835,11,9,2,2,2,0
25836,08,3,5,0,0,5
25837,04,2,2,2,0,0
25838,04,9,3,0,0,3
25839,10,5,3,3,3,0
25840,10,4,4,4,4,0
25841,04,6,1,1,0,0
25842,05,8,4,1,0,3
25843,05,2,1,1,1,0
25844,02,9,4,3,3,1
25845,06,2,3,3,0,0
25846,04,6,2,2,2,0
25847,01,9,3,3,3,0
25848,05,3,4,2,1,2
25849,12,4,3,3,3,0
25850,07,4,5,4,4,1
25851,05,9,4,4,4,0
25852,03,2,1,1,0,0
25853,11,8,1,0,0,1
25854,01,7,4,4,3,0
25855,06,9,3,3,3,0
25856,01,1,2,1,0,1
25857,12,8,2,2,0,0
25858,10,2,1,1,0,0
25859,07,1,3,0,0,3
25860,08,4,3,3,3,0
25861,10,4,4,4,4,0
25862,01,6,1,1,0,0
25863,01,9,5,5,5,0
25864,06,2,4,4,1,0
25865,05,9,3,3,2,0
25866,07,7,3,3,3,0
25867,12,9,3,3,2,0
25868,09,2,1,1,0,0
25869,08,2,2,2,0,0
25870,06,3,2,0,0,2
25871,11,1,1,0,0,1
25872,04,7,5,5,5,0
25873,02,7,2,0,0,2
25874,02,7,1,1,1,0
25875,04,4,3,3,3,0
25876,01,2,2,2,1,0
25877,07,7,5,5,4,0
25878,10,3,4,3,3,1
25879,11,2,1,1,0,0
25880,05,2,2,2,1,0
25881,04,6,1,1,0,0
25882,09,6,1,1,1,0
25883,02,9,4,3,2,1
25884,12,8,2,0,0,2
25885,07,4,4,4,4,0
25886,03,3,1,0,0,1
25887,03,3,4,4,4,0
25888,03,6,2,2,0,0
25889,11,6,4,4,4,0
25890,03,7,4,4,4,0
25891,03,7,4,3,3,1
25892,02,4,4,4,4,0
25893,02,9,1,1,1,0
25894,10,6,2,2,0,0
25895,09,5,1,0,0,1
25896,09,5,1,0,0,1
25897,03,3,3,3,2,0
25898,05,2,1,1,0,0
25899,03,6,1,1,0,0
25900,08,5,1,0,0,1
25901,10,6,2,2,1,0
25902,04,1,5,5,0,0
25903,10,4,4,4,4,0
25904,11,8,3,2,1,1
25905,04,4,2,2,2,0
25906,08,5,3,0,0,3
25907,09,3,3,1,0,2
25908,03,4,3,3,2,0
25909,10,2,1,1,1,0
25910,09,2,2,2,0,0
25911,02,1,3,2,0,1
25912,09,6,5,4,4,1
25913,02,6,2,2,1,0
25914,05,3,4,4,4,0
25915,12,4,4,3,3,1
25916,04,7,1,0,0,1
25917,03,6,1,1,0,0
25918,12,2,1,1,1,0
25919,03,2,3,3,0,0
25920,12,9,1,1,1,0
25921,01,9,2,2,2,0
25922,08,4,1,0,0,1
25923,02,6,2,1,0,1
25924,12,7,4,4,4,0
25925,10,9,1,1,1,0
25926,07,5,1,0,0,1
25927,09,2,2,2,0,0
25928,01,9,4,4,4,0
25929,10,8,3,0,0,3
25930,04,9,2,2,2,0
25931,12,6,1,1,0,0
25932,07,3,3,0,0,3
25933,03,5,1,1,1,0
25934,05,6,2,2,0,0
25935,09,3,1,0,0,1
25936,08,5,2,0,0,2
25937,01,6,2,2,0,0
25938,11,8,2,0,0,2
25939,03,5,3,0,0,3
25940,02,1,3,3,1,0
25941,09,3,4,4,4,0
25942,01,4,1,1,1,0
25943,03,2,1,1,0,0
25944,12,1,4,4,3,0
25945,12,7,4,3,3,1
25946,05,9,5,5,4,0
25947,10,2,2,2,1,0
25948,01,2,2,2,0,0
25949,01,5,3,0,0,3
25950,05,8,3,1,0,2
25951,05,4,3,0,0,3
25952,02,9,5,5,4,0
25953,07,3,1,0,0,1
25954,02,8,2,2,0,0
25955,07,4,4,4,4,0
25956,03,5,3,0,0,3
25957,01,4,3,3,3,0
25958,04,9,5,4,4,1
25959,11,9,3,3,3,0
25960,06,4,2,2,2,0
25961,09,3,2,2,2,0
25962,10,5,4,3,3,1
25963,03,9,3,3,3,0
25964,03,6,2,2,1,0
25965,03,6,2,2,1,0
25966,02,2,4,2,2,2
25967,06,2,2,2,0,0
25968,09,7,4,4,4,0
25969,07,7,4,4,4,0
25970,01,7,5,5,5,0
25971,10,2,2,2,0,0
25972,04,4,2,2,1,0
25973,04,8,1,1,0,0
25974,05,9,2,1,1,1
25975,03,9,3,3,2,0
25976,01,6,1,1,1,0
25977,10,9,4,4,4,0
25978,03,8,2,0,0,2
25979,08,6,2,2,0,0
25980,04,9,4,4,4,0
25981,07,2,1,1,1,0
25982,03,1,3,0,0,3
25983,05,2,2,2,0,0
25984,02,9,4,4,3,0
25985,05,7,5,1,1,4
25986,03,4,5,5,5,0
25987,02,2,2,2,0,0
25988,10,4,4,4,4,0
25989,03,8,2,0,0,2
25990,01,4,4,3,3,1
25991,06,6,4,4,0,0
25992,05,8,3,1,0,2
25993,01,2,1,1,0,0
25994,02,2,2,2,0,0
25995,07,2,1,1,0,0
25996,04,2,2,2,0,0
25997,06,7,5,5,5,0
25998,04,4,3,3,3,0
25999,01,9,4,4,0,0
26000,10,5,1,0,0,1
26001,10,1,1,0,0,1
26002,04,4,2,1,1,1
26003,01,9,4,3,3,1
26004,12,9,2,2,2,0
26005,03,5,1,0,0,1
26006,08,4,4,4,4,0
26007,10,6,1,1,1,0
26008,11,7,1,1,1,0
26009,10,5,3,0,0,3
26010,02,3,1,0,0,1
26011,08,5,1,1,1,0
26012,03,1,1,0,0,1
26013,11,9,4,4,4,0
26014,07,7,4,4,4,0
26015,04,2,1,1,0,0
26016,09,6,1,1,0,0
26017,03,8,3,1,1,2
26018,01,6,1,1,0,0
26019,04,3,2,1,1,1
26020,01,3,3,0,0,3
26021,05,9,2,2,2,0
26022,02,4,3,0,0,3
26023,07,7,1,1,1,0
26024,04,5,2,0,0,2
26025,06,2,2,2,0,0
26026,03,9,4,3,3,1
26027,05,8,1,0,0,1
26028,11,9,3,3,3,0
26029,08,1,2,0,0,2
26030,02,9,5,5,5,0
26031,08,5,3,0,0,3
26032,04,6,3,3,3,0
26033,12,2,4,4,0,0
26034,01,7,4,4,4,0
26035,12,9,3,2,2,1
26036,06,8,1,0,0,1
26037,04,9,3,3,2,0
26038,05,5,2,0,0,2
26039,12,7,3,3,3,0
26040,11,4,5,5,5,0
26041,09,2,1,1,0,0
26042,01,6,5,5,1,0
26043,04,8,3,3,2,0
26044,10,8,1,1,0,0
26045,07,4,5,5,4,0
26046,10,2,1,1,0,0
26047,10,4,1,1,1,0
26048,01,1,3,0,0,3
26049,02,7,1,1,0,0
26050,06,6,2,2,2,0
26051,01,4,2,2,2,0
26052,09,2,1,1,0,0
26053,01,4,4,3,3,1
26054,05,2,1,1,0,0
26055,10,7,3,3,3,0
26056,01,2,3,3,2,0
26057,02,8,5,0,0,5
26058,06,1,4,0,0,4
26059,07,3,1,0,0,1
26060,12,4,5,5,5,0
26061,03,3,1,0,0,1
26062,12,9,5,4,4,1
26063,10,6,1,1,0,0
26064,12,9,1,1,1,0
26065,09,1,3,1,0,2
26066,02,4,3,3,2,0
26067,05,2,1,1,0,0
26068,07,2,1,1,1,0
26069,12,5,1,1,0,0
26070,02,6,1,1,0,0
26071,11,6,4,4,0,0
26072,01,9,4,4,4,0
26073,07,6,1,1,1,0
26074,01,9,5,5,5,0
26075,10,6,2,2,0,0
26076,08,2,3,3,0,0
26077,04,5,3,0,0,3
26078,08,6,1,1,0,0
26079,07,2,2,2,0,0
26080,12,6,3,3,0,0
26081,10,6,5,5,2,0
26082,03,4,5,5,4,0
26083,07,7,3,3,2,0
26084,10,3,4,3,3,1
26085,01,7,5,1,1,4
26086,11,8,1,1,0,0
26087,09,4,3,0,0,3
26088,03,7,5,5,5,0
26089,01,7,4,3,3,1
26090,04,7,3,3,3,0
26091,08,9,5,5,5,0
26092,01,7,4,3,3,1
26093,05,6,2,2,1,0
26094,02,5,2,1,1,1
26095,12,1,5,0,0,5
26096,09,6,1,1,0,0
26097,05,3,3,1,0,2
26098,08,1,2,0,0,2
26099,11,3,1,0,0,1
26100,11,5,3,3,3,0
26101,05,6,2,2,0,0
26102,04,2,4,4,0,0
26103,02,9,3,0,0,3
26104,03,6,1,1,0,0
26105,09,9,1,0,0,1
26106,12,8,1,0,0,1
26107,06,8,1,1,0,0
26108,07,2,1,1,0,0
26109,01,1,1,0,0,1
26110,06,6,5,4,4,1
26111,04,7,2,0,0,2
26112,10,9,3,3,2,0
26113,06,4,1,1,0,0
26114,11,2,4,4,4,0
26115,10,7,5,5,5,0
26116,12,6,1,1,0,0
26117,03,4,4,3,3,1
26118,09,2,1,1,0,0
26119,12,6,1,1,0,0
26120,10,2,5,5,2,0
26121,01,3,3,0,0,3
26122,10,2,1,1,0,0
26123,04,1,2,0,0,2
26124,08,4,3,2,2,1
26125,07,4,1,1,1,0
26126,12,2,1,1,0,0
26127,01,7,4,4,4,0
26128,08,7,3,3,3,0
26129,03,3,4,4,3,0
26130,04,2,2,2,0,0
26131,08,6,5,5,5,0
26132,07,8,1,1,0,0
26133,04,7,4,4,4,0
26134,09,7,2,1,0,1
26135,02,4,3,3,3,0
26136,08,4,4,4,3,0
26137,03,2,1,1,0,0
26138,09,6,4,4,2,0
26139,05,7,4,4,3,0
26140,04,2,1,1,0,0
26141,11,3,1,0,0,1
26142,02,3,1,0,0,1
26143,07,2,1,1,0,0
26144,10,6,2,2,1,0
26145,03,8,1,1,0,0
26146,02,6,2,2,1,0
26147,09,7,4,4,4,0
26148,02,3,2,0,0,2
26149,03,3,1,1,0,0
26150,08,4,4,4,4,0
26151,03,5,2,1,1,1
26152,05,2,2,2,0,0
26153,04,7,5,5,5,0
26154,10,4,5,5,4,0
26155,07,4,3,1,0,2
26156,07,3,1,1,0,0
26157,10,8,5,2,1,3
26158,12,2,1,1,0,0
26159,04,1,1,1,0,0
26160,01,2,1,1,0,0
26161,10,7,1,0,0,1
26162,02,9,5,5,4,0
26163,07,7,4,3,2,1
26164,08,9,2,2,2,0
26165,10,2,1,1,0,0
26166,07,7,2,2,0,0
26167,08,2,2,2,0,0
26168,08,9,5,5,5,0
26169,08,6,2,2,0,0
26170,01,5,1,0,0,1
26171,06,2,1,1,0,0
26172,01,2,1,1,0,0
26173,08,6,2,2,0,0
26174,04,7,5,5,5,0
26175,05,5,1,0,0,1
26176,05,4,2,0,0,2
26177,09,1,2,0,0,2
26178,08,9,5,5,4,0
26179,12,6,1,1,0,0
26180,09,9,4,4,4,0
26181,06,2,1,1,0,0
26182,10,2,1,1,0,0
26183,10,9,3,2,2,1
26184,04,3,2,0,0,2
26185,02,1,1,0,0,1
26186,05,5,5,5,5,0
26187,02,8,3,0,0,3
26188,06,3,2,0,0,2
26189,12,2,3,3,3,0
26190,03,4,3,3,3,0
26191,10,8,1,1,0,0
26192,11,9,5,3,3,2
26193,03,5,4,4,4,0
26194,09,9,4,4,4,0
26195,04,5,4,4,4,0
26196,06,3,4,4,0,0
26197,12,5,3,1,0,2
26198,10,3,3,2,1,1
26199,04,2,5,5,1,0
26200,02,1,2,0,0,2
26201,10,5,3,0,0,3
26202,09,4,4,3,3,1
26203,09,4,5,5,4,0
26204,12,6,4,4,4,0
26205,08,5,1,0,0,1
26206,03,6,1,1,0,0
26207,06,3,1,0,0,1
26208,01,4,1,1,1,0
26209,03,4,5,5,5,0
26210,02,4,2,2,2,0
26211,10,5,1,0,0,1
26212,09,2,4,3,1,1
26213,02,9,5,5,5,0
26214,09,6,1,1,0,0
26215,04,8,2,0,0,2
26216,04,2,1,1,0,0
26217,08,5,3,3,3,0
26218,07,6,1,1,0,0
26219,09,6,1,1,0,0
26220,07,7,4,4,3,0
26221,09,8,2,0,0,2
26222,01,2,2,2,0,0
26223,02,1,2,0,0,2
26224,09,5,4,4,4,0
26225,10,6,2,2,0,0
26226,05,9,3,2,1,1
26227,09,8,4,3,2,1
26228,08,3,2,0,0,2
26229,09,8,3,0,0,3
26230,05,6,2,2,1,0
26231,09,9,1,1,0,0
26232,05,6,1,1,0,0
26233,02,1,5,5,5,0
26234,05,6,1,1,1,0
26235,04,1,1,0,0,1
26236,12,7,2,2,1,0
26237,02,2,1,1,0,0
26238,08,1,1,0,0,1
26239,04,8,1,0,0,1
26240,11,6,1,1,0,0
26241,11,2,1,1,0,0
26242,12,9,2,2,2,0
26243,11,7,1,0,0,1
26244,12,2,1,1,1,0
26245,04,6,1,1,0,0
26246,05,3,4,4,3,0
26247,04,6,2,2,1,0
26248,07,6,2,2,0,0
26249,01,6,2,2,0,0
26250,10,4,4,4,4,0
26251,01,9,4,3,2,1
26252,06,4,4,3,3,1
26253,03,6,5,5,4,0
26254,06,4,4,4,4,0
26255,11,5,1,0,0,1
26256,07,5,1,0,0,1
26257,11,2,2,2,1,0
26258,06,6,2,2,0,0
26259,02,8,1,0,0,1
26260,10,8,1,0,0,1
26261,10,1,1,0,0,1
26262,12,2,2,2,1,0
26263,07,4,4,4,4,0
26264,02,6,1,1,0,0
26265,03,5,3,1,0,2
26266,03,2,2,2,0,0
26267,08,2,3,3,3,0
26268,06,2,4,4,4,0
26269,04,9,5,5,5,0
26270,09,6,1,1,0,0
26271,12,8,4,4,3,0
26272,02,5,3,0,0,3
26273,11,5,4,4,3,0
26274,03,3,2,0,0,2
26275,09,2,2,2,0,0
26276,10,2,1,1,0,0
26277,03,7,3,3,3,0
26278,06,3,1,1,0,0
26279,04,2,5,5,1,0
26280,02,2,1,1,0,0
26281,03,1,3,1,0,2
26282,08,5,2,2,0,0
26283,09,2,1,1,0,0
26284,10,2,4,4,1,0
26285,11,2,1,1,0,0
26286,08,2,2,2,0,0
26287,02,7,3,3,2,0
26288,12,5,1,1,1,0
26289,10,5,1,0,0,1
26290,11,6,2,2,0,0
26291,10,1,2,0,0,2
26292,01,6,1,1,0,0
26293,01,5,1,0,0,1
26294,10,7,4,4,4,0
26295,11,7,4,3,3,1
26296,11,6,2,2,1,0
26297,09,5,3,1,0,2
26298,06,2,2,2,0,0
26299,11,1,2,0,0,2
26300,12,2,3,2,2,1
26301,11,5,5,2,1,3
26302,12,6,1,1,0,0
26303,02,1,2,1,1,1
26304,04,6,2,2,1,0
26305,02,4,4,4,4,0
26306,10,8,1,0,0,1
26307,08,8,4,4,3,0
26308,04,9,1,1,1,0
26309,11,6,2,1,0,1
26310,10,9,1,0,0,1
26311,07,9,3,3,3,0
26312,07,1,2,0,0,2
26313,07,5,1,0,0,1
26314,11,8,1,1,0,0
26315,06,8,2,1,0,1
26316,01,9,4,4,4,0
26317,08,7,5,5,5,0
26318,03,2,1,1,0,0
26319,01,2,2,2,0,0
26320,06,7,2,2,2,0
26321,05,7,4,4,3,0
26322,05,4,2,1,1,1
26323,09,3,3,0,0,3
26324,03,9,2,0,0,2
26325,11,6,1,1,0,0
26326,03,2,1,1,0,0
26327,11,6,2,2,0,0
26328,11,2,5,5,1,0
26329,08,4,3,0,0,3
26330,11,6,1,0,0,1
26331,03,7,4,4,4,0
26332,07,7,1,0,0,1
26333,06,7,4,4,4,0
26334,12,7,3,3,3,0
26335,08,6,2,2,0,0
26336,04,9,3,3,3,0
26337,09,2,1,1,0,0
26338,01,7,4,4,4,0
26339,07,2,1,1,0,0
26340,02,2,2,2,0,0
26341,05,4,4,4,4,0
26342,03,4,4,4,4,0
26343,03,3,1,0,0,1
26344,09,6,4,3,2,1
26345,07,8,1,0,0,1
26346,02,9,4,4,4,0
26347,01,3,5,5,5,0
26348,08,6,2,2,1,0
26349,02,5,3,1,0,2
26350,02,4,3,3,3,0
26351,01,7,1,1,1,0
26352,12,7,1,1,0,0
26353,08,1,1,1,0,0
26354,11,4,5,5,4,0
26355,04,8,2,2,1,0
26356,01,6,1,1,1,0
26357,11,9,1,1,1,0
26358,09,4,2,1,0,1
26359,02,7,3,2,2,1
26360,06,3,4,4,0,0
26361,03,7,4,4,4,0
26362,03,1,1,1,0,0
26363,02,6,2,1,0,1
26364,04,2,2,2,1,0
26365,04,2,5,5,2,0
26366,09,7,4,4,4,0
26367,09,9,4,4,4,0
26368,04,6,1,1,0,0
26369,07,3,4,2,1,2
26370,02,3,2,1,0,1
26371,01,7,4,3,3,1
26372,10,6,1,1,0,0
26373,08,7,4,4,4,0
26374,07,2,3,1,1,2
26375,12,1,3,0,0,3
26376,09,4,3,3,2,0
26377,05,3,1,0,0,1
26378,08,3,2,0,0,2
26379,04,7,5,4,4,1
26380,03,5,1,0,0,1
26381,09,4,3,2,2,1
26382,06,7,4,4,2,0
26383,09,1,2,2,0,0
26384,10,9,3,3,3,0
26385,09,4,5,4,3,1
26386,10,6,2,2,1,0
26387,10,5,3,0,0,3
26388,02,7,4,4,4,0
26389,07,5,2,2,2,0
26390,07,3,1,1,0,0
26391,01,8,4,0,0,4
26392,06,5,5,1,1,4
26393,03,5,2,0,0,2
26394,01,8,4,4,4,0
26395,09,2,2,2,0,0
26396,11,7,4,4,4,0
26397,01,4,4,4,4,0
26398,07,3,2,1,0,1
26399,01,8,4,3,3,1
26400,12,3,2,2,2,0
26401,08,9,2,1,1,1
26402,12,6,5,5,1,0
26403,07,8,2,0,0,2
26404,10,3,5,0,0,5
26405,09,7,4,4,4,0
26406,12,9,3,3,3,0
26407,03,3,1,0,0,1
26408,12,5,1,0,0,1
26409,03,8,1,0,0,1
26410,03,2,1,1,1,0
26411,09,2,1,1,0,0
26412,06,7,5,5,4,0
26413,05,9,3,0,0,3
26414,07,7,3,3,3,0
26415,10,3,2,1,0,1
26416,11,1,2,0,0,2
26417,03,6,4,3,3,1
26418,11,3,2,0,0,2
26419,01,2,1,0,0,1
26420,07,4,4,4,4,0
26421,04,8,2,0,0,2
26422,10,6,2,2,1,0
26423,06,9,4,4,4,0
26424,08,6,1,1,0,0
26425,03,9,4,4,3,0
26426,05,7,5,5,5,0
26427,10,6,1,1,0,0
26428,08,6,1,1,0,0
26429,09,3,4,4,4,0
26430,08,7,4,4,4,0
26431,06,2,1,1,0,0
26432,10,3,2,0,0,2
26433,06,2,1,1,1,0
26434,12,2,4,3,0,1
26435,09,2,1,0,0,1
26436,01,7,3,3,3,0
26437,01,3,2,0,0,2
26438,06,2,1,1,0,0
26439,03,4,4,4,4,0
26440,09,7,4,4,4,0
26441,02,9,4,4,4,0
26442,10,1,2,2,2,0
26443,03,3,4,4,4,0
26444,06,9,4,4,4,0
26445,10,2,2,2,0,0
26446,08,8,3,0,0,3
26447,05,9,2,1,0,1
26448,12,2,2,2,0,0
26449,08,8,1,0,0,1
26450,04,8,1,0,0,1
26451,11,1,3,3,3,0
26452,09,2,3,0,0,3
26453,07,9,4,3,3,1
26454,09,2,2,2,0,0
26455,05,1,3,0,0,3
26456,06,4,1,1,1,0
26457,04,9,2,2,0,0
26458,07,5,3,0,0,3
26459,04,4,1,1,0,0
26460,12,2,2,2,1,0
26461,08,2,3,2,2,1
26462,01,1,2,0,0,2
26463,11,4,3,3,3,0
26464,03,6,1,1,0,0
26465,07,7,5,4,4,1
26466,06,9,4,4,4,0
26467,08,3,4,4,4,0
26468,12,6,3,3,3,0
26469,02,4,2,2,2,0
26470,08,5,1,0,0,1
26471,04,5,2,0,0,2
26472,07,9,4,4,4,0
26473,12,6,1,1,1,0
26474,08,5,3,0,0,3
26475,09,7,4,4,3,0
26476,04,6,5,5,0,0
26477,12,3,2,0,0,2
26478,01,6,2,2,0,0
26479,12,3,3,1,0,2
26480,05,9,4,1,0,3
26481,04,8,3,1,1,2
26482,03,3,3,0,0,3
26483,04,1,2,2,1,0
26484,07,1,3,2,2,1
26485,09,3,3,3,2,0
26486,01,6,2,2,0,0
26487,11,2,2,2,0,0
26488,11,2,1,1,0,0
26489,08,9,4,4,4,0
26490,03,2,1,1,0,0
26491,06,3,2,1,0,1
26492,08,2,1,0,0,1
26493,11,9,4,4,4,0
26494,06,7,5,5,5,0
26495,06,9,5,5,4,0
26496,11,6,5,4,0,1
26497,03,1,5,1,0,4
26498,06,5,3,2,1,1
26499,04,9,4,3,3,1
26500,07,5,3,1,0,2
26501,05,2,1,1,1,0
26502,12,4,3,3,3,0
26503,01,3,2,1,0,1
26504,10,2,1,1,1,0
26505,08,9,5,4,4,1
26506,01,2,1,1,0,0
26507,08,6,3,3,0,0
26508,12,3,1,0,0,1
26509,10,9,4,4,3,0
26510,01,7,5,5,5,0
26511,09,6,1,1,0,0
26512,06,5,3,0,0,3
26513,02,3,1,0,0,1
26514,10,2,2,2,0,0
26515,01,6,2,2,2,0
26516,05,9,2,0,0,2
26517,05,6,5,5,0,0
26518,04,9,4,4,4,0
26519,05,3,2,0,0,2
26520,09,1,1,1,0,0
26521,06,2,1,1,0,0
26522,01,8,3,3,3,0
26523,01,4,2,2,2,0
26524,03,5,4,4,3,0
26525,06,8,3,3,0,0
26526,06,3,1,0,0,1
26527,09,4,4,4,4,0
26528,06,2,2,2,1,0
26529,03,2,1,1,0,0
26530,10,6,1,1,0,0
26531,06,6,2,2,0,0
26532,09,6,5,5,5,0
26533,09,3,4,1,0,3
26534,10,3,1,1,0,0
26535,09,5,3,0,0,3
26536,08,3,3,3,3,0
26537,09,2,4,3,2,1
26538,09,7,3,3,3,0
26539,01,9,4,3,3,1
26540,04,5,2,0,0,2
26541,02,4,1,1,1,0
26542,10,3,2,0,0,2
26543,07,1,1,0,0,1
